"COU","Ultimate Parent Jurisdiction","JUR","Partner Jurisdiction","PAN","Grouping","CBC","Variable","YEA","Year","Value","Flag Codes","Flags"
"BEL","Belgium","HUN","Hungary","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",995726178.333,,
"BEL","Belgium","IRL","Ireland","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",1149655397.5,,
"BEL","Belgium","JPN","Japan","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",1425975498.333,,
"BEL","Belgium","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",5042814175,,
"BEL","Belgium","MEX","Mexico","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",13612057125.833,,
"BEL","Belgium","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",54901495276.666,,
"BEL","Belgium","NOR","Norway","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",250204144.167,,
"BEL","Belgium","POL","Poland","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",887942526.667,,
"BEL","Belgium","PRT","Portugal","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",2307167714.167,,
"BEL","Belgium","ESP","Spain","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",2373785535.833,,
"BEL","Belgium","SWE","Sweden","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",165880589.167,,
"BEL","Belgium","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",8784920915,,
"BEL","Belgium","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",61093190223.333,,
"BEL","Belgium","USA","United States","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",72644078667.5,,
"BEL","Belgium","ARG","Argentina","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",0,,
"BEL","Belgium","BRA","Brazil","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",0,,
"BEL","Belgium","CHL","Chile","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",893475568.333,,
"BEL","Belgium","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",12405854042.5,,
"BEL","Belgium","COL","Colombia","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",1039215885.833,,
"BEL","Belgium","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",444192585,,
"BEL","Belgium","IND","India","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",880749572.5,,
"BEL","Belgium","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",112652728.333,,
"BEL","Belgium","ROU","Romania","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",738882384.167,,
"BEL","Belgium","RUS","Russia","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",537590328.333,,
"BEL","Belgium","SGP","Singapore","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",481706607.5,,
"BEL","Belgium","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",2961947865,,
"BEL","Belgium","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",4906148045.833,,
"BEL","Belgium","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",6125851750.833,,
"BEL","Belgium","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",12613343105,,
"BEL","Belgium","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",321820736996.66,,
"NLD","Netherlands","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",421624671459.49,,
"NLD","Netherlands","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","TOT_REV","Total Revenues","2016","2016",1377164150323.1,,
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",79675800,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",90852544.167,,
"BEL","Belgium","BEL","Belgium","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",18727132825,,
"BEL","Belgium","CAN","Canada","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",900779183.333,,
"BEL","Belgium","DNK","Denmark","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",9738153.333,,
"BEL","Belgium","FRA","France","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",925013905.833,,
"BEL","Belgium","DEU","Germany","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1074295370,,
"BEL","Belgium","HUN","Hungary","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",207931705.833,,
"BEL","Belgium","IRL","Ireland","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",433237162.5,,
"BEL","Belgium","JPN","Japan","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",46034906.667,,
"BEL","Belgium","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1606352656.667,,
"BEL","Belgium","MEX","Mexico","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1377948696.667,,
"BEL","Belgium","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",48100723103.333,,
"BEL","Belgium","NOR","Norway","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",35743449.167,,
"BEL","Belgium","POL","Poland","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",45702924.167,,
"BEL","Belgium","PRT","Portugal","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",106455721.667,,
"BEL","Belgium","ESP","Spain","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",852641720.833,,
"BEL","Belgium","SWE","Sweden","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",186352843.333,,
"BEL","Belgium","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",665292930,,
"BEL","Belgium","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",4894086015,,
"BEL","Belgium","USA","United States","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",11514259708.333,,
"BEL","Belgium","ARG","Argentina","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",0,,
"BEL","Belgium","BRA","Brazil","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",0,,
"BEL","Belgium","CHL","Chile","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",140207275.833,,
"BEL","Belgium","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",635525165.833,,
"BEL","Belgium","COL","Colombia","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",354999953.333,,
"BEL","Belgium","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",214682016.667,,
"BEL","Belgium","IND","India","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",88639327.5,,
"BEL","Belgium","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",4979737.5,,
"BEL","Belgium","ROU","Romania","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",56547685.833,,
"BEL","Belgium","RUS","Russia","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",49244070.833,,
"BEL","Belgium","SGP","Singapore","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",53891825.833,,
"BEL","Belgium","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",685654523.333,,
"BEL","Belgium","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1921404049.167,,
"BEL","Belgium","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",749284502.5,,
"BEL","Belgium","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",1732616667.5,,
"BEL","Belgium","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",82212699604.166,,
"NLD","Netherlands","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",27487072067.941,,
"NLD","Netherlands","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","PROFIT","Profit (Loss) before Income Tax","2016","2016",81366584032.943,,
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",35964770.833,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",2545199.167,,
"BEL","Belgium","BEL","Belgium","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",771859312.5,,
"BEL","Belgium","CAN","Canada","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",260716923.333,,
"BEL","Belgium","DNK","Denmark","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",995947.5,,
"BEL","Belgium","FRA","France","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",92401795.833,,
"BEL","Belgium","DEU","Germany","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",228957264.167,,
"BEL","Belgium","HUN","Hungary","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",-30542390,,
"BEL","Belgium","IRL","Ireland","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",-17152429.167,,
"BEL","Belgium","JPN","Japan","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",24345383.333,,
"BEL","Belgium","LUX","Luxembourg","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",44706976.667,,
"BEL","Belgium","MEX","Mexico","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",386648951.667,,
"BEL","Belgium","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",384767717.5,,
"BEL","Belgium","NOR","Norway","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",7192954.167,,
"BEL","Belgium","POL","Poland","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",6971632.5,,
"BEL","Belgium","PRT","Portugal","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",2545199.167,,
"BEL","Belgium","ESP","Spain","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",91516509.167,,
"BEL","Belgium","SWE","Sweden","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",5201059.167,,
"BEL","Belgium","CHE","Switzerland","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",49797375,,
"BEL","Belgium","GBR","United Kingdom","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",63519318.333,,
"BEL","Belgium","USA","United States","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",4444139066.667,,
"BEL","Belgium","ARG","Argentina","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",0,,
"BEL","Belgium","BRA","Brazil","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",0,,
"BEL","Belgium","CHL","Chile","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",15492516.667,,
"BEL","Belgium","CHN","China (People's Republic of)","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",235707575,,
"BEL","Belgium","COL","Colombia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",67281786.667,,
"BEL","Belgium","HKG","Hong Kong, China","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",9516831.667,,
"BEL","Belgium","IND","India","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",9627492.5,,
"BEL","Belgium","MYS","Malaysia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",1881234.167,,
"BEL","Belgium","ROU","Romania","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",7524936.667,,
"BEL","Belgium","RUS","Russia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",11287405,,
"BEL","Belgium","SGP","Singapore","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",3541146.667,,
"BEL","Belgium","AFRIC","Africa","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",62302049.167,,
"BEL","Belgium","OAM","Other Americas","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",304870595.833,,
"BEL","Belgium","OAS","Other Asia","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",126817315,,
"BEL","Belgium","OTE","Other Europe","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",71597559.167,,
"BEL","Belgium","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",8456700883.333,,
"NLD","Netherlands","NLD","Netherlands","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",3198498272.745,,
"NLD","Netherlands","FJT","Foreign Jurisdictions Total","PANELAI","Sub-Groups with positive profits","TAX_PAID","Income Tax Paid (on Cash Basis)","2016","2016",14907738682.192,,
"BEL","Belgium","AUS","Australia","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",20582915,,
"BEL","Belgium","AUT","Austria","PANELAI","Sub-Groups with positive profits","TAX_ACCRUED","Income Tax Accrued - Current Year","2016","2016",3209164.167,,
